Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body
8WZZKX2V	journalArticle	2022	"Subasi, Abdulhamit; Saikia, Aditya; Bagedo, Kholoud; Singh, Amarprit; Hazarika, Anil"	EEG-Based Driver Fatigue Detection Using FAWT and Multiboosting Approaches	IEEE Transactions on Industrial Informatics		"1551-3203, 1941-0050"	10.1109/TII.2022.3167470	https://ieeexplore.ieee.org/document/9757838/	"Globally, 14%–20% of road accidents are mainly due to driver fatigue, the causes of which are instance sickness, travelling for long distance, boredom as a result of driving along the same route consistently, lack of enough sleep, etc. This article presents a ?exible analytic wavelet transform (FAWT)-based advanced machine learning method using single modality neurophysiological brain electroencephalogram signals to detect the driver fatigues (i.e., FATIGUE and REST) and to alarm the driver at the earliest to prevent the risks during driving. First, signals of undertaking study groups are subjected to the FAWT that separates the signals into LP and HP channels. Subsequently, relevant subband frequency components with proper setting of tuning parameters are extracted. Then, comprehensive low order features which are statistically signi?cant for p < 0.05, are evaluated from the input subband searched space and embedded them to various ensemble methods under multiboost strategy. Results are evaluated in terms of various parameters including accuracy, F-score, AUC, and ?. Results show that the proposed approach is promising in classi?cation and it achieves optimum individual accuracies of 97.10% and 97.90% in categorizing FATIGUE and REST states with F-score of 97.50%, AUC of 0.975, and ? of 0.950. Comparison of the proposed method with the prior methods in the context of feature, accuracy, and modality pro?les undertaken, indicates the effectiveness and reliability of the proposed method for real-world applications."	2022-10	5/20/2025 12:51	5/24/2025 12:16	5/20/2025 12:51	6602-6609		10	18		IEEE Trans. Ind. Inf.								en	https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\BFQEFNWN\Subasi et al. - 2022 - EEG-Based Driver Fatigue Detection Using FAWT and Multiboosting Approaches.pdf		INCLUDED																																															
PHYSYAK2	journalArticle	2019	"Gao, Zhongke; Wang, Xinmin; Yang, Yuxuan; Mu, Chaoxu; Cai, Qing; Dang, Weidong; Zuo, Siyang"	EEG-Based Spatio–Temporal Convolutional Neural Network for Driver Fatigue Evaluation	IEEE Transactions on Neural Networks and Learning Systems		"2162-237X, 2162-2388"	10.1109/TNNLS.2018.2886414	https://ieeexplore.ieee.org/document/8607897/	"Driver fatigue evaluation is of great importance for traf?c safety and many intricate factors would exacerbate the dif?culty. In this paper, based on the spatial–temporal structure of multichannel electroencephalogram (EEG) signals, we develop a novel EEG-based spatial–temporal convolutional neural network (ESTCNN) to detect driver fatigue. First, we introduce the core block to extract temporal dependencies from EEG signals. Then, we employ dense layers to fuse spatial features and realize classi?cation. The developed network could automatically learn valid features from EEG signals, which outperforms the classical two-step machine learning algorithms. Importantly, we carry out fatigue driving experiments to collect EEG signals from eight subjects being alert and fatigue states. Using 2800 samples under within-subject splitting, we compare the effectiveness of ESTCNN with eight competitive methods. The results indicate that ESTCNN ful?lls a better classi?cation accuracy of 97.37% than these compared methods. Furthermore, the spatial–temporal structure of this framework advantages in computational ef?ciency and reference time, which allows further implementations in the brain–computer interface online systems."	2019-09	5/20/2025 12:51	5/24/2025 12:25	5/20/2025 12:51	2755-2763		9	30		IEEE Trans. Neural Netw. Learning Syst.								en	https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\4VFMPDJN\Gao et al. - 2019 - EEG-Based Spatio–Temporal Convolutional Neural Network for Driver Fatigue Evaluation.pdf		INCLUDED																																															
ZYAYNZYB	conferencePaper	2024	"Rajak, Anjali; Hatwar, Pranshul; Tiwari, Animesh; Sahu, Gaurav; Tripathi, Rakesh"	Efficient Light-weight Deep Learning Models for Drowsiness Detection	2024 5th International Conference on Innovative Trends in Information Technology (ICITIIT)	979-8-3503-8681-3		10.1109/ICITIIT61487.2024.10580469	https://ieeexplore.ieee.org/document/10580469/	"The increasing global prevalence of global accidents has emphasized the crucial role of driver alertness in ensuring road safety. This study prioritizes behavioral measurements by ensuring the use of minimal hardware requirements. The proposed drowsiness detection architecture utilizes the UTA-RLDD dataset and implements MobileNet V2 as a base model for classifying images of a driver with a drowsy face and a non-drowsy face. This model is compared with stateof-the-art models: Basic CNN model, Xception, EfficientNetV2S, ResNet, and PeleeNet. The proposed model outperforms in terms of 94.03% average accuracy along with a training time of 60.6 seconds and size of the model being 8.95 MB. The proposed architecture primarily focuses on reducing compute resources, consequently, this can be used in mobile devices efficiently."	3/15/2024	5/20/2025 12:51	5/24/2025 12:19	5/20/2025 12:51	6-Jan											IEEE	"Kottayam, India"	en	https://doi.org/10.15223/policy-029				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\8DP3DQJS\Rajak et al. - 2024 - Efficient Light-weight Deep Learning Models for Drowsiness Detection.pdf		INCLUDED																																2024 5th International Conference on Innovative Trends in Information Technology (ICITIIT)															
RSG2JF9Q	journalArticle	2019	"Tanveer, M. Asjid; Khan, M. Jawad; Qureshi, M. Jahangir; Naseer, Noman; Hong, Keum-Shik"	Enhanced Drowsiness Detection Using Deep Learning: An fNIRS Study	IEEE Access		2169-3536	10.1109/ACCESS.2019.2942838	https://ieeexplore.ieee.org/document/8846024/	"In this paper, a deep-learning-based driver-drowsiness detection for brain-computer interface (BCI) using functional near-infrared spectroscopy (fNIRS) is investigated. The passive brain signals from drowsiness were acquired from 13 healthy subjects while driving a car simulator. The brain activities were measured with a continuous-wave fNIRS system, in which the prefrontal and dorsolateral prefrontal cortices were focused. Deep neural networks (DNN) were pursued to classify the drowsy and alert states. For training and testing the models, the convolutional neural networks (CNN) were used on color map images to determine the best suitable channels for brain activity detection in 0?1, 0?3, 0?5, and 0?10 second time windows. The average accuracies (i.e., 82.7, 89.4, 93.7, and 97.2% in the 0?1, 0?3, 0?5, and 0?10 sec time windows, respectively) using DNNs from the right dorsolateral prefrontal cortex were obtained. The CNN architecture resulted in an average accuracy of 99.3%, showing the model to be capable of differentiating the images of drowsy/non-drowsy states. The proposed approach is promising for detecting drowsiness and in accessing the brain location for a passive BCI."	2019	5/20/2025 12:51	5/24/2025 12:16	5/20/2025 12:51	137920-137929			7		IEEE Access	Enhanced Drowsiness Detection Using Deep Learning							en	https://creativecommons.org/licenses/by/4.0/legalcode				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\82QLH9Q3\Tanveer et al. - 2019 - Enhanced Drowsiness Detection Using Deep Learning An fNIRS Study.pdf		INCLUDED																																															
B6E8WWE8	conferencePaper	2024	"Shokeen, Ishaan; Uday, Krishnendu M; Venugopalan, Manju"	Enhancing Driver Safety Using Deep Learning Models	2024 5th IEEE Global Conference for Advancement in Technology (GCAT)	979-8-3503-7666-1 979-8-3503-7668-5		10.1109/GCAT62922.2024.10924076	https://ieeexplore.ieee.org/document/10924076/	"This proposed work emphasizes the critical role of eye movement detection, particularly open and closed eye states, in identifying drowsiness, providing a clear focus on the project's main technological approach and its importance for road safety. The proposed model ensures constant checks on the driver’s safety and provides necessary observations on their behavioral activities. To ensure effective drowsiness detection, different methodologies such as Convolutional Neural Networks (CNN), customized Neural Networks and Recurrent Neural Networks (RNN) were employed for image processing. The CNN model achieved the best results. Two different data sources from Kaggle provided various training images for the model to operate in different scenarios. The proposed model aims to achieve accurate predictions across various case scenarios and to develop the most efficient model for real-time detection and alert systems, ensuring driver safety. Among the models our system gives the best result using CNN reporting an accuracy of 98.53%, and precision, recall and F-score of 98.71%, 98.04% and 98.37% respectively."	10/4/2024	5/20/2025 12:51	5/24/2025 12:17	5/20/2025 12:51	7-Jan											IEEE	"Bangalore, India"	en	https://doi.org/10.15223/policy-029				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FJ83QTM8\Shokeen et al. - 2024 - Enhancing Driver Safety Using Deep Learning Models.pdf		INCLUDED																																2024 5th IEEE Global Conference for Advancement in Technology (GCAT)															
N7BPZACE	conferencePaper	2023	"S, Dakshnakumar G; Anitha, J."	Investigation on Driver Drowsiness Detection using Deep Learning Approaches	2023 International Conference on Circuit Power and Computing Technologies (ICCPCT)	979-8-3503-3324-4		10.1109/ICCPCT58313.2023.10245868	https://ieeexplore.ieee.org/document/10245868/	"Driver sleepiness is a major factor in road accidents, necessitating effective detection methods to enhance road safety. Before the emergence of deep learning models, conventional approaches rely on manual observation to identify drowsiness symptoms in drivers. However, these methods are subjective, time-consuming, and prone to errors. This work aims to address the limitations of previous methods and provide a more accurate and efficient solution. To achieve this, a comparative analysis has been conducted using three popular CNN architectures: VGG19, EfficientNetB7, and MobileNetV2. These models are trained and evaluated on a carefully annotated dataset of driver eye images, classifying them as opened or closed. The results demonstrate the effectiveness of deep learning models in accurately detecting driver drowsiness. Among the evaluated architectures, EfficientNetB7 and MobileNetV2 achieve outstanding accuracy rates of 99.87% and 99% respectively, surpassing the traditional approaches. This paper contributes field of driver safety by demonstrating the potential of deep learning models in reducing the risks associated with drowsy driving."	8/10/2023	5/20/2025 12:51	5/24/2025 12:18	5/20/2025 12:51	1650-1655											IEEE	"Kollam, India"	en	https://doi.org/10.15223/policy-029				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\BPICW7Y7\S and Anitha - 2023 - Investigation on Driver Drowsiness Detection using Deep Learning Approaches.pdf		INCLUDED																																2023 International Conference on Circuit Power and Computing Technologies (ICCPCT)															
H5CYQQPI	conferencePaper	2022	"Yadav, Ankit Kumar; Ankit; Sharma, Abhilasha"	Real Time Drowsiness Detection System based on ResNet-50	2022 6th International Conference on Intelligent Computing and Control Systems (ICICCS)	978-1-6654-1035-9		10.1109/ICICCS53718.2022.9788204	https://ieeexplore.ieee.org/document/9788204/	"The staggeringly high frequency of traffic/road accidents is well-known. Drowsy driving, which is the risky combination of driving with sleepiness or weariness, is one of the leading causes of such accidents i.e., roughly 100,000 crashes, or about 9.5 percent of all crashes, according to the National Safety Council (NSC). A driver’s fatigue can have multiple causes such as lack of sleep, long journey, restlessness, alcohol consumption and mental pressure. Early study in this domain includes detecting the same using Machine learning and multilayer perceptron. This paper proposes a model with increased accuracy, where the cameras are used to capture the facial landmarks. To make it easier to predict drowsiness, those images are made to go through a Convolutional Neural Network (CNN). To proceed, they are collected and thoroughly analyzed for the driver’s head and facial expressions in drowsy conditions. Then, using the ResNet-50 transfer learning neural network model, datasets are built and a system to detect and classify drowsiness is developed. Finally, the experiment's conclusion validates the proposed model's efficacy. The proposed model shows an accuracy of 0.9860."	5/25/2022	5/20/2025 12:52	5/24/2025 12:15	5/20/2025 12:52	7-Jan											IEEE	"Madurai, India"	en	https://doi.org/10.15223/policy-029				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\E8FLG384\Yadav et al. - 2022 - Real Time Drowsiness Detection System based on ResNet-50.pdf		EXCLUDED - wrong population																																2022 6th International Conference on Intelligent Computing and Control Systems (ICICCS)															
4KTFB6DL	conferencePaper	2024	"Jain, Eshika; Kukreja, Vinay; Saif, Mohammed; Aneja, Aseem"	Robust Drowsiness Detection Using Convolutional Neural Networks: A Balanced Approach to Driver Fatigue Monitoring	2024 International Conference on Big Data Analytics in Bioinformatics (DABCon)	979-8-3503-7804-7		10.1109/DABCon63472.2024.10919423	https://ieeexplore.ieee.org/document/10919423/	"Drowsiness detection is a very critical concern to guarantee safety, above all in the case of driving, since it may cause serious accidents. Traditional approaches to drowsiness detection are based on physiological signals or visual cues, but they usually fail in giving accurate results or are irritatingly intrusive. In this work, we investigate the adoption of a CNN model in classifying states of drowsiness using the images taken from the publicly available repository. It consists of labelled data distinguishing between drowsy and non-drowsy states. The model was developed over a Convolutional Neural Network architecture, involving several convolutional and pooling layers with adjacent fully connected layers. The performance measurements obtained on the test set demonstrated an overall accuracy of 92.4% with a loss value of 0.18 for the proposed CNN model. The true positive rate was 95%, while the true negative rate was 98% in the confusion matrix result, which showed that this model was decently strong at differentiating drowsy states from non-drowsy ones. These results are indicative of the potential offered by CNN in real-world, realtime detection of drowsiness and can serve as an extremely accurate, nonintrusive solution to reduce risks due to drowsiness-related accidents by long chalk. The future work can be done by improving model generalization with more data involved, followed by the systems' assessment under various environmental conditions."	11/21/2024	5/20/2025 12:52	5/24/2025 12:24	5/20/2025 12:52	6-Jan						Robust Drowsiness Detection Using Convolutional Neural Networks					IEEE	"Kolkata, India"	en	https://doi.org/10.15223/policy-029				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\939SFXRS\Jain et al. - 2024 - Robust Drowsiness Detection Using Convolutional Neural Networks A Balanced Approach to Driver Fatig.pdf		INCLUDED																																2024 International Conference on Big Data Analytics in Bioinformatics (DABCon)															
RUJUMPU8	journalArticle	2023	"Lamaazi, Hanane; Alqassab, Aisha; Fadul, Ruba Ali; Mizouni, Rabeb"	Smart Edge-Based Driver Drowsiness Detection in Mobile Crowdsourcing	IEEE Access		2169-3536	10.1109/ACCESS.2023.3250834	https://ieeexplore.ieee.org/document/10056954/	"Traffic accidents caused by drowsy drivers represent a crucial threat to public safety. Recent statistics show that drowsy drivers cause an estimated 15.5% of fatal accidents. With the widespread use of mobile devices and roadside units, these accidents can be significantly prevented using a drowsiness detection solution. While several solutions were proposed in the literature, they all fall short of presenting a distributed architecture that can answer the needs of these applications without breaching the driver’s privacy. This paper proposes a two-stage Driver Drowsiness Detection System using smart edge computing. Mobile devices in the car are used to capture and analyze the current condition of the drivers without sharing their data. The smart edge is deployed as a decision-maker where the drowsiness is confirmed when the information about the driver status received from the mobile client and the observed car path match. Our approach relies on a) a distributed edge architecture that has two levels of hierarchy, namely the Main Edge Node (MEN) and Local Edge Node (LEN), to better manage the area of interest and b) a data fusion offloading strategy that considers: 1) local detection of driver drowsiness through facial expressions using CNN model, 2) global detection of car path through acceleration readings using YoLov5 algorithm, and finally, 3) a two-layer LSTM algorithm for drowsiness detection based on the local and the global detection. The proposed framework achieves drowsiness detection with an average accuracy of 97.7%."	2023	5/20/2025 12:52	5/24/2025 12:22	5/20/2025 12:52	21863-21872			11		IEEE Access								en	https://creativecommons.org/licenses/by-nc-nd/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FE9PES9Y\Lamaazi et al. - 2023 - Smart Edge-Based Driver Drowsiness Detection in Mobile Crowdsourcing.pdf		INCLUDED																																															
XB37MWMV	journalArticle	2018	"Choi, Minho; Koo, Gyogwon; Seo, Minseok; Kim, Sang Woo"	"Wearable Device-Based System to Monitor a Driver’s Stress, Fatigue, and Drowsiness"	IEEE Transactions on Instrumentation and Measurement		"0018-9456, 1557-9662"	10.1109/TIM.2017.2779329	http://ieeexplore.ieee.org/document/8234669/	"This paper proposes a wearable device-based system to monitor the abnormal conditions of a driver, including stress, fatigue, and drowsiness. The system measures the motional and physiological information of the driver using the developed wearable device on the wrist. Preprocessing is used to distinguish the valid signal parts of the measured signals, because various noises can occur in wearable sensors. Features are extracted from the signal parts, and an optimal feature set is determined by an analysis of variance and a sequential ?oating forward selection algorithm. To classify the driver’s state, a support vector machine-based classi?cation method is used to obtain high generalization performance considering interdriver variance. Experiments were conducted on an indoor driving simulator, with 28 subjects, to gather data for each state. The classi?cation accuracy was 98.43% for ?vefold cross validation on the data. In a subject-independent test, the accuracy was 68.31% for the four states and 84.46% for the three states consisting of normal, stressed, and fatigued or drowsy states. Using the proposed system, the abnormal conditions of the driver can be detected and distinguished. This advantage contributes to safer and more comfortable driving. Furthermore, the utilization of the wearable device makes the system easy to use."	2018-03	5/20/2025 12:52	5/24/2025 12:28	5/20/2025 12:52	634-645		3	67		IEEE Trans. Instrum. Meas.								en	https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html				DOI.org (Crossref)				"C:\Users\LATITUDE E7470\Zotero\storage\7N6C3DWV\Choi et al. - 2018 - Wearable Device-Based System to Monitor a Driver’s Stress, Fatigue, and Drowsiness.pdf"		INCLUDED																																															
Z6V67HN8	journalArticle	2019	"Chen, Jichi; Wang, Hong; Wang, Qiaoxiu; Hua, Chengcheng"	Exploring the fatigue affecting electroencephalography based functional brain networks during real driving in young males	Neuropsychologia		283932	10.1016/j.neuropsychologia.2019.04.004	https://linkinghub.elsevier.com/retrieve/pii/S0028393218305967	"In recent years, a large proportion of tra?c accidents are caused by driver fatigue. The brain has been conceived as a complex network, whose function can be assessed with EEG. Hence, in this research, fourteen subjects participated in the real driving experiments, and a comprehensive EEG-based expert system was designed for detecting driver fatigue. Collected EEG signals were ?rst decomposed into delta-range, theta-range, alpha-range and beta-range by wavelet packet transform (WPT). Unlike other approaches, a multi-channel network construction method based on Phase Lag Index (PLI) was then proposed in this paper. Finally, the functional connectivity between alert state (at the beginning of the drive) and fatigue state (at the end of the drive) in multiple frequency bands were analyzed. The results indicate that functional connectivity of the brain area was signi?cantly di?erent between alert and fatigue states, especially in alpha-range and beta-range. Particularly, the frontal-to-parietal functional connectivity was weakened. Meanwhile, lower clustering coe?cient (C) values and higher characteristic path length (L) values were observed in fatigue state in comparison with alert state. Based on this, two new EEG feature selection approaches, C and L in the corresponding sub-frequency range were applied to feature recognition and classi?cation system. Using a support vector machine (SVM) machine learning algorithm, these features were combined to distinguish between alert and fatigue states, achieving an accuracy of 94.4%, precision of 94.3%, sensitivity of 94.6% and false alarm rate of 5.7%. The results suggest that brain network analysis approaches combined with SVM are helpful to alert drivers while being sleepy or even fatigue."	2019-06	5/20/2025 12:56	5/24/2025 12:28	5/20/2025 12:56	200-211			129		Neuropsychologia								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\JQPJB62J\Chen et al. - 2019 - Exploring the fatigue affecting electroencephalography based functional brain networks during real d.pdf		INCLUDED																																															
9YCKNSS2	journalArticle	2023	"Wang, Fuwang; Chen, Daping; Yao, Wanchao; Fu, Rongrong"	Real driving environment EEG-based detection of driving fatigue using the wavelet scattering network	Journal of Neuroscience Methods		1650270	10.1016/j.jneumeth.2023.109983	https://linkinghub.elsevier.com/retrieve/pii/S0165027023002029	"Background: Driving fatigue is one of the main factors leading to traffic accidents. So, it is necessary to detect driver fatigue accurately and quickly. New method: To precisely detect driving fatigue in a real driving environment, this paper adopts a classification method for driving fatigue based on the wavelet scattering network (WSN). Firstly, electroencephalogram (EEG) signals of 12 subjects in the real driving environment are collected and categorized into two states: fatigue and awake. Secondly, the WSN algorithm extracts wavelet scattering coefficients of EEG signals, and these coefficients are used as input in support vector machine (SVM) as feature vectors for classification. Results: The results showed that the average classification accuracy of 12 subjects reached 99.33%; the average precision rate reached 99.28%; the average recall rate reached 98.27%; the average F1 score reached 98.74%; and the average classification accuracy of the public data set SEED-VIG reached 99.39%. The average precision, recall rate and F1 score reached 99.27%, 98.41% and 98.83% respectively. Comparison with existing methods: In addition, the WSN algorithm is compared with traditional convolutional neural network (CNN), Sparse-deep belief networks (SDBN), Spatio-temporal convolutional neural networks (STCNN), Long short-term memory (LSTM), and other methods, and it is found that WSN has higher classification accuracy. Conclusion: Furthermore, this method has good versatility, providing excellent recognition effect on small sample data sets, and fast running time, making it convenient for real-time online monitoring of driver fatigue. Therefore, the WSN algorithm is promising in efficiently detecting driving fatigue state of drivers in real environments, contributing to improved traffic safety."	2023-12	5/20/2025 12:56	5/24/2025 12:16	5/20/2025 12:56	109983			400		Journal of Neuroscience Methods								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\AQT52F27\Wang et al. - 2023 - Real driving environment EEG-based detection of driving fatigue using the wavelet scattering network.pdf		INCLUDED																																															
ZC2GCGG2	journalArticle	2025	"Wang, Kefa; Mao, Xiaoqian; Song, Yuebin; Chen, Qiuyu"	EEG-based fatigue state evaluation by combining complex network and frequency-spatial features	Journal of Neuroscience Methods		1650270	10.1016/j.jneumeth.2025.110385	https://linkinghub.elsevier.com/retrieve/pii/S0165027025000263	"Background: The proportion of traffic accidents caused by fatigue driving is increasing year by year, which has aroused wide concerns for researchers. In order to rapidly and accurately detect drivers’ fatigue, this paper proposed an electroencephalogram (EEG)-based fatigue state evaluation method by combining complex network and frequency-spatial features. New method: First, this paper constructed a complex network model based on the relative wavelet entropy to characterize the correlation strength information between channels. Then, the differential entropy and symmetry quotient were respectively calculated to extract frequency and spatial features. Then, the brain heat map combined the complex network and frequency-spatial features with different dimensions together as the fusion features. Finally, a convolutional neural network-long short-term memory (CNN-LSTM) neural network was used to evaluate the three-class fatigue states of the EEG data in the Shanghai Jiao Tong University (SJTU) Emotion EEG Dataset (SEED)-VIG dataset, and it was validated on the dataset on the Mendeley Data website. Results: The experimental results of SEED-VIG dataset show that the average classification accuracy of three-class fatigue states, namely, awake, tired and drowsy, reaches 96.57 %. The average classification accuracy on the dataset on the Mendeley Data website reaches 99.23 %. Comparison with existing methods: This method has a best evaluation performance compared with the state-of-theart methods for the three-class fatigue states recognition. Conclusions: The experiment results validated the feasibility of the fatigue state evaluation method based on the correlations between channels and the frequency-spatial features, which is of great significance for developing a driver fatigue detection system."	2025-04	5/20/2025 12:56	5/24/2025 12:16	5/20/2025 12:56	110385			416		Journal of Neuroscience Methods								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\Z4G3NHU3\Wang et al. - 2025 - EEG-based fatigue state evaluation by combining complex network and frequency-spatial features.pdf		INCLUDED																																															
NCZUDU7M	journalArticle	2024	"He, Le; Zhang, Li; Sun, Qiang; Lin, XiangTian"	A generative adaptive convolutional neural network with attention mechanism for driver fatigue detection with class-imbalanced and insufficient data	Behavioural Brain Research		1664328	10.1016/j.bbr.2024.114898	https://linkinghub.elsevier.com/retrieve/pii/S0166432824000548	"Over the past few years, fatigue driving has emerged as one of the main causes of traffic accidents, necessitating the development of driver fatigue detection systems. However, many existing methods involves tedious manual parameter tunings, a process that is both time-consuming and results in task-specific models. On the other hand, most of the researches on fatigue recognition are based on class-balanced and sufficient data, and effectively “mine” meaningful information from class-imbalanced and insufficient data for fatigue recognition is still a challenge. In this paper, we proposed two novel models, the attention-based residual adaptive multiscale fully convolutional network-long short term memory network (ARMFCN-LSTM), and the Generative ARMFCN-LSTM (GARMFCN-LSTM) aiming to address this issue. ARMFCN-LSTM excels at automatically extracting multiscale representations through adaptive multiscale temporal convolutions, while capturing temporal dependency features through LSTM. GARMFCN-LSTM integrates Wasserstein GAN with gradient penalty (WGAN-GP) into ARMFCN-LSTM to improve driver fatigue detection performance by alleviating data scarcity and addressing class imbalances. Experimental results show that ARMFCN-LSTM achieves the highest classification accuracy of 95.84% in driver fatigue detection on the class-balanced EEG dataset (binary classification), and GARMFCNLSTM attained an improved classification accuracy of 84.70% on the class-imbalanced EOG dataset (triple classification), surpassing the competing methods. Therefore, the proposed models are promising for further implementations in online driver fatigue detection systems."	2024-04	5/20/2025 12:56	5/24/2025 12:24	5/20/2025 12:56	114898			464		Behavioural Brain Research								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\N7UFZPLK\He et al. - 2024 - A generative adaptive convolutional neural network with attention mechanism for driver fatigue detec.pdf		INCLUDED																																															
FCWLFAAF	journalArticle	2023	"Fang, Weijie; Tang, Liren; Pan, Jiahui"	AGL-Net: An Efficient Neural Network for EEG-Based Driver Fatigue Detection	Journal of Integrative Neuroscience		"0219-6352, 1757-448X"	10.31083/j.jin2206146	https://www.imrpress.com/journal/JIN/22/6/10.31083/j.jin2206146	"Background: In recent years, road traffic safety has become a prominent issue due to the worldwide proliferation of vehicles on roads. The challenge of driver fatigue detection involves balancing the efficiency and accuracy of the detection process. While various detection methods are available, electroencephalography (EEG) is considered the gold standard due to its high precision in terms of detecting fatigue. However, deep learning models for EEG-based fatigue detection are limited by their large numbers of parameters and low computational efficiency levels, making it difficult to implement them on mobile devices. Methods: To overcome this challenge, an attention-based Ghost-LSTM neural network (AGL-Net) is proposed for EEG-based fatigue detection in this paper. AGL-Net utilizes an attention mechanism to focus on relevant features and incorporates Ghost bottlenecks to efficiently extract spatial EEG fatigue information. Temporal EEG fatigue features are extracted using a long short-term memory (LSTM) network. We establish two types of models: regression and classification models. In the regression model, we use linear regression to obtain regression values. In the classification model, we classify features based on the predicted values obtained from regression. Results: AGL-Net exhibits improved computational efficiency and a more lightweight design than existing deep learning models, as evidenced by its floating-point operations per second (FLOPs) and Params values of 2.67 M and 103,530, respectively. Furthermore, AGL-Net achieves an average accuracy of approximately 87.3% and an average root mean square error (RMSE) of approximately 0.0864 with the Shanghai Jiao Tong University (SJTU) Emotion EEG Dataset (SEED)-VIG fatigued driving dataset, indicating its advanced performance capabilities. Conclusions: The experiments conducted with the SEED-VIG dataset demonstrate the feasibility and advanced performance of the proposed fatigue detection method. The effectiveness of each AGL-Net module is verified through thorough ablation experiments. Additionally, the implementation of the Ghost bottleneck module greatly enhances the computational efficiency of the model. Overall, the proposed method has higher accuracy and computational efficiency than prior fatigue detection methods, demonstrating its considerable practical application value."	10/23/2023	5/20/2025 12:56	5/24/2025 12:26	5/20/2025 12:56	146		6	22		J. Integr. Neurosci.	AGL-Net							en	https://creativecommons.org/licenses/by/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\4M6IHP7G\Fang et al. - 2023 - AGL-Net An Efficient Neural Network for EEG-Based Driver Fatigue Detection.pdf		INCLUDED																																															
H2CMSYEU	journalArticle	2018	"Hu, Jianfeng; Min, Jianliang"	Automated detection of driver fatigue based on EEG signals using gradient boosting decision tree model	Cognitive Neurodynamics		"1871-4080, 1871-4099"	10.1007/s11571-018-9485-1	http://link.springer.com/10.1007/s11571-018-9485-1	"Driver fatigue is increasingly a contributing factor for traf?c accidents, so an effective method to automatically detect driver fatigue is urgently needed. In this study, in order to catch the main characteristics of the EEG signals, four types of entropies (based on the EEG signal of a single channel) were calculated as the feature sets, including sample entropy, fuzzy entropy, approximate entropy and spectral entropy. All feature sets were used as the input of a gradient boosting decision tree (GBDT), a fast and highly accurate boosting ensemble method. The output of GBDT determined whether a driver was in a fatigue state or not based on their EEG signals. Three state-of-the-art classi?ers, k-nearest neighbor, support vector machine and neural network were also employed. To assess our method, several experiments including parameter setting and classi?cation performance comparison were performed on 22 subjects. The results indicated that it is possible to use only one EEG channel to detect a driver fatigue state. The average highest recognition rate in this work was up to 94.0%, which could meet the needs of daily applications. Our GBDT-based method may assist in the detection of driver fatigue."	2018-08	5/20/2025 12:56	5/24/2025 12:24	5/20/2025 12:56	431-440		4	12		Cogn Neurodyn								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\JAK2EEHF\Hu and Min - 2018 - Automated detection of driver fatigue based on EEG signals using gradient boosting decision tree mod.pdf		INCLUDED																																															
